,,absence,abuse,academic,accompanied,activities,activity,acute,addition,additional,adhd,adolescence,adolescents,adulthood,adults,age,alcohol,alcohol use,amnesia,antisocial,anxiety,anxiolytic,appear,appears,applies,appropriate,approximately,areas,areas functioning,arousal,assessment,associated,association,attacks,attention,attributable,avoidance,avoidant,based,behavior,behavioral,behaviors,better,better explained,binge,binge eating,brain,caffeine,cannabis,cannabis use,care,cases,category,cause,cause clinically,cause clinically significant,cause clinically significant distress,cause clinically significant distress impairment,cause clinically significant distress impairment social,central,certain,change,changes,characteristic,characterized,child,childhood,children,chronic,class,clinical,clinically,clinically significant,clinically significant distress,clinically significant distress impairment,clinically significant distress impairment social,clinically significant distress impairment social occupational,clinician,cocaine,cognitive,common,commonly,communication,comorbid,complex,compulsive,compulsive related,condition,conditions,conduct,consequences,considered,context,control,course,criteria,criteria met,criterion,cultural,current,daily,day,days,decline,deficits,degree,delirium,delusional,delusions,depression,depressive,depressive episode,desire,develop,development,developmental,differences,different,difficult,difficulties,difficulty,disability,disease,disruptive,dissociative,distinguished,distress,distress impairment,distress impairment social,distress impairment social occupational,distress impairment social occupational important,distress impairment social occupational important areas,disturbance,disturbances,does,drug,drugs,duration,dysfunction,dysmorphic,dysphoria,early,eating,effects,emotional,environment,episode,episodes,especially,essential,event,events,evidence,example,excessive,experience,experienced,explained,exposure,factors,failure,family,fear,feature,features,feelings,female,females,followed,following,food,frequency,frequent,frequently,function,functional,functioning,gambling,gender,general,generalized,generally,genetic,given,greater,hair,hallucinations,hallucinogen,having,health,high,higher,history,home,hours,hyperactivity,hypnotic,hypnotic anxiolytic,hypomanic,identity,illness,impaired,impairment,impairment social,impairment social occupational,impairment social occupational important,impairment social occupational important areas,impairment social occupational important areas functioning,important,important areas,important areas functioning,include,including,increase,increased,individual,individuals,individuals disorder,induced,information,inhalant,injury,insomnia,intellectual,intellectual disability,intense,interpersonal,intoxication,known,lack,language,lead,learning,level,levels,life,likely,limited,living,longer,loss,low,lower,major,major depressive,major depressive episode,major mild,make,males,manic,marked,medical,medical condition,medical conditions,medication,medication induced,medications,meet,meet criteria,memory,men,mental,met,mild,moderate,month,months,mood,motor,movement,movements,multiple,ncd,negative,nervosa,neurocognitive,neurological,non,normal,note,obsessive,obsessive compulsive,obsessive compulsive related,obstructive,occupational,occupational important,occupational important areas,occupational important areas functioning,occur,occurring,occurs,older,onset,opioid,oppositional,pain,panic,panic attacks,particularly,pattern,performance,period,periods,persist,persistent,personality,phencyclidine,physical,physiological,poor,population,predominate,presence,present,presentation,presentations,prevalence,primary,problems,prominent,psychological,psychotic,range,rate,rates,recurrent,reduced,related,relationship,relationships,rem,remission,repeated,repetitive,report,reported,required,response,result,risk,school,sedative,sedative hypnotic,sedative hypnotic anxiolytic,seen,self,separation,settings,severe,severity,sex,sexual,significant distress impairment social occupational important,signs,similar,situations,skills,skin,sleep,sleep wake,sleepiness,social,social anxiety,social occupational important areas functioning,somatic,specific,specified,specifier,specify,spectrum,speech,states,stimulant,stress,strong,substance,substance medication,substance medication induced,substance use,substances,suicide,thoughts,tic,tics,time,tobacco,trauma,traumatic,traumatic event,treatment,type,typically,unknown,unspecified,use,used,using,usually,vary,wake,weight,withdrawal,work,year,years,young
0,F70(Mild)|F71(Moderate)|F72(Severe)|F73(Profound),0,0.005966533,0.036489564,0,0.012611342,0,0,0,0.006469508,0,0.006554873,0,0.006598474,0.00615024,0.028214598,0.006112597,0,0,0,0.004822221,0,0,0,0,0.048118984,0.01856507,0.008613244,0,0,0.078371882,0.021227015,0.00651189,0,0.011009032,0,0,0,0.021896243,0.042841701,0.012532119,0.017180182,0,0,0,0,0.044733702,0,0,0,0.015396332,0.016888476,0,0,0,0,0,0,0,0,0.006779438,0.006971899,0,0.013107311,0.006002394,0,0.02460096,0.017180182,0.00651189,0,0.028642417,0,0,0,0,0,0,0,0,0.034613128,0.019686329,0,0.073800968,0,0,0,0,0.009040216,0.030145873,0,0,0,0,0.006598474,0.009499563,0.024928078,0.017899598,0.040482626,0.028498866,0.006305671,0.015028917,0,0,0,0.099007733,0,0,0,0,0,0.009595763,0,0,0,0.006188357,0.13653542,0.007021987,0,0.013748281,0.006386482,0.006922626,0.366244246,0.020767877,0.018883318,0,0,0,0,0,0,0,0,0,0,0,0,0.007961831,0,0.007574465,0,0,0.02290691,0.008743116,0.00524085,0.007072916,0,0,0,0,0.023866131,0,0.007397896,0,0.005896059,0,0.01856507,0,0,0,0.015638765,0.007761963,0.012772965,0,0.005474061,0.02052259,0.007827132,0.01804606,0.005861427,0.006642712,0.013761602,0,0,0.006779438,0,0.019664618,0,0.089332136,0,0.022023764,0.024154739,0.007698166,0.020338313,0.069362383,0.006188357,0,0,0,0,0,0.02106596,0.005861427,0.006642712,0.010207423,0.015923663,0,0.00817582,0,0,0,0,0.007455617,0.012939016,0.006808223,0,0,0,0,0,0.007591309,0,0,0.031030304,0.034807583,0,0.005861427,0.025231601,0.033325242,0,0,0.012939016,0,0.036428261,0,0.684232037,0.4727916,0,0.014145833,0,0,0.021218749,0.035707295,0.007285652,0.061201814,0,0.013652838,0.040790307,0.005297492,0,0.015654264,0.013285424,0.013109745,0,0.007455617,0.015473474,0.006075415,0,0,0.012225194,0.005629492,0,0,0.035121763,0.005077013,0.013466347,0,0,0,0.017992278,0.009945024,0.017139825,0,0.038945758,0.019191527,0.018917014,0.00651189,0,0,0.006188357,0.022193689,0.016654727,0,0.012939016,0,0,0,0.044733702,0,0,0,0,0,0,0,0,0,0,0,0,0.012736209,0.054021546,0.005130647,0.006002394,0.032110406,0,0,0,0,0,0.011387935,0,0.007761963,0.043075924,0.007177418,0,0,0.005931091,0,0.021304859,0,0,0.019408524,0,0.009843164,0.004679033,0.011654373,0,0.0140371,0,0.017899598,0,0,0,0.006874141,0,0.020479258,0,0,0.008696266,0.007397896,0.014571305,0,0,0,0,0,0.006642712,0.007072916,0,0.030941784,0.025121561,0.035364581,0,0,0,0,0.030193424,0,0.027496562,0.044984712,0.020414847,0.009331456,0.007124717,0,0,0.013466347,0.015638765,0.040248943,0,0.007177418,0,0,0.050604847,0,0,0,0.015322746,0,0,0,0.049964181,0,0.006826419,0,0,0,0,0,0,0,0,0.023481395,0.018662912,0,0,0.009644442,0,0.009331456,0.017139825,0,0,0.007231052,0.005384491,0,0.006305671,0.013560323,0.017309226,0.012855422,0,0.013943798,0,0,0,0.026047559,0,0.010207423,0.007761963
1,F88_Global Developmental Delay,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.123276444,0,0,0,0,0,0,0,0,0.153660004,0,0,0.112900079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.314711034,0,0,0,0,0,0,0,0,0,0,0,0,0,0.161231369,0.150128791,0,0,0.125145688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.421098679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.150128791,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.203642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.130356685,0,0,0.110243002,0.218409132,0,0,0,0,0,0,0.527572274,0,0,0,0,0,0,0,0,0,0.178957718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.117918962,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.141156893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.133796149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.126416743,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.133796149,0.203483421
10,F90.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.072704113,0,0,0.053418586,0.059212586,0,0,0,0,0,0.409662292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.148905285,0.047515163,0.064660164,0.064660164,0.065356232,0.068277049,0.068277049,0,0,0,0,0.054193595,0,0,0,0,0,0.078214439,0,0.047297269,0.048399595,0.058328155,0.061360977,0.061678165,0.062646114,0.067525292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.088343859,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.047734328,0.059212586,0.061360977,0.062320687,0.062646114,0.062646114,0,0,0.063976752,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.082395033,0,0,0,0,0,0,0,0.048176528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.608468611,0,0,0,0,0,0,0.042224001,0.058328155,0.060734519,0.061360977,0.061360977,0.061360977,0.047080631,0.059512083,0.059512083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.111586532,0.123356331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.049766531,0.060118331,0.060118331,0.060118331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.073133679,0,0,0.072279401,0.073133679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.062646114,0,0,0.064660164,0,0,0,0,0,0.041846243,0,0.061046443,0,0.142545489,0.240739928,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.053675151,0,0,0,0,0,0,0,0,0,0
100,F51.01,0.015139849,0.007524698,0.005752356,0.008609145,0.003976201,0,0.026760044,0.004053157,0.004079513,0,0.008266683,0.008549894,0.004160836,0.027147333,0.023721911,0.003854453,0,0,0,0.024326194,0,0.004053157,0.004304572,0.003696072,0,0.003902226,0.0054313,0.006020402,0.044561899,0,0.03480161,0.012318713,0,0.017355063,0.00326969,0,0,0.006903617,0.003376866,0.007902447,0,0.009406632,0.003395328,0,0,0,0.022050768,0,0,0.004854274,0.007099639,0,0.002415537,0,0,0,0,0,0,0,0.013188925,0.028743664,0.005510099,0.007569925,0.010405308,0.007756381,0.014444535,0.020531189,0,0.024081607,0.007213379,0.004920998,0.005930478,0.006238838,0.006271088,0.006369503,0,0,0.026191426,0.031034289,0.008054318,0,0.03447907,0,0,0,0.02850269,0.025345663,0,0.004304572,0.003529811,0.008003021,0,0.026955861,0.020210186,0.003762349,0,0,0,0.004738433,0,0.008730475,0,0,0.004492671,0,0,0,0.01185367,0.024203411,0.006178738,0.005351622,0.015324031,0.003902226,0.010128927,0,0.012318713,0,0.04027159,0.100400467,0,0.008730475,0,0,0.015512761,0.01698675,0.012040803,0.006238838,0.006336416,0.003184752,0.003184752,0.007059622,0.024887972,0.016261988,0.008920015,0,0.027147333,0,0,0,0.014444535,0,0.006609503,0,0.009789006,0.013994795,0.007615693,0,0.007524698,0.016887107,0.032654522,0.006753731,0.01487164,0.035941371,0.003902226,0,0.006609503,0.004894503,0.026297122,0,0.008054318,0.009955189,0.013807234,0.006470521,0,0.005689701,0.01848036,0.004188731,0.005785152,0,0.019578013,0.017099788,0.023559405,0.004133342,0.004027159,0.009796635,0,0.00925843,0.007615693,0.004854274,0,0.007952403,0.007804452,0.012318713,0,0.005155471,0,0,0.013283677,0.011088216,0.025132386,0.009654826,0,0.004738433,0,0,0,0,0,0.004701329,0,0.015025844,0.005930478,0.006175143,0.003119419,0.003119419,0.003119419,0.004786893,0.006050853,0.006050853,0.011181113,0.012542176,0.016533367,0.05544108,0.015910428,0.086683077,0,0.015904806,0,0,0.004594153,0.662858253,0,0,0,0.004460007,0.004492671,0,0.004460007,0,0.01378246,0,0,0.004304572,0.022046885,0.003340468,0.013283677,0,0.008377462,0.004133342,0.004427892,0.004701329,0.01300959,0.011493023,0,0,0.007708907,0.010649458,0,0,0.033220382,0.01920864,0.012737322,0.019272267,0.01378246,0.004594153,0.008509117,0.009406632,0.005403976,0,0.038201705,0.006050853,0.003976201,0,0.008434079,0.01358131,0.011706678,0,0.005251031,0,0,0,0.009188307,0,0.004701329,0,0,0.030774158,0.011928604,0,0,0,0.007076819,0.01011996,0.003056246,0.003056246,0.003056246,0.021416375,0.011354887,0.016176301,0.041634585,0.040496067,0,0,0.021831221,0,0,0.003590476,0.004053157,0.014683509,0.01358131,0,0.017711569,0.034710125,0.007480001,0,0.006717161,0.015904806,0.026956028,0.008159026,0,0.009310287,0.008851451,0.007348962,0,0.011801934,0.004396308,0.026336443,0,0.014328815,0,0.004334664,0.009552544,0.008609145,0.012238539,0.009329864,0.035643737,0.018659727,0,0,0,0,0,0.03141254,0.004188731,0.004460007,0,0.007804452,0.022177455,0,0,0,0,0,0.007615693,0.006344999,0.004334664,0.006303612,0.006436551,0,0,0.003184752,0,0.004245774,0,0.006344999,0,0.656255998,0.027350632,0.028834602,0.00850938,0,0.003103429,0.005155471,0.004831074,0.012238539,0,0.005842621,0,0,0,0,0.0192595,0,0.025157504,0.013679171,0.014444625,0.014612524,0,0,0,0,0,0.045611614,0,0,0,0,0.007615693,0.03647779,0.006790655,0,0.007952403,0.014251345,0,0,0.012542176,0,0.026913759,0,0,0.016424951,0.004492671,0.003218275,0.009789006
101,F51.11,0.00778247,0.007735973,0,0.026552606,0.008175687,0.009375499,0.009170467,0,0,0,0.008498792,0,0.008555324,0,0.012193982,0.007925354,0.011574171,0,0,0,0,0.025001757,0.008850869,0.007599697,0,0.016047164,0.005583798,0.00618944,0,0.009237629,0.022017695,0.008443062,0.012544058,0.00713694,0.00672299,0,0,0.007097454,0.027773438,0,0,0.006447165,0.00698132,0,0,0.009666662,0,0,0,0,0.051092857,0,0,0,0,0,0,0,0.009591824,0,0,0,0.005664809,0.015564939,0,0,0.007425051,0,0,0,0,0,0,0,0,0,0,0,0.008975606,0.012762263,0,0,0,0,0,0,0.011721191,0.013028654,0,0.008850869,0.007257839,0,0,0.018475144,0.009234506,0,0.005832021,0,0.016351374,0,0.030445061,0.053853636,0.012544058,0.010697463,0.018475259,0,0,0,0.008124328,0.03110373,0.025408887,0,0,0.008023582,0,0,0,0.017825485,0.016560928,0.08975606,0,0.026926818,0,0,0.015948322,0.009979255,0.00618944,0,0,0,0,0,0,0.006687434,0.009170467,0,0.103664095,0.019641512,0,0,0.007425051,0,0.006795082,0,0,0.067142765,0.039147615,0,0.015471947,0,0.009591824,0,0.015289199,0.073901035,0,0.009170467,0.006795082,0,0.006758871,0.010063858,0.008280464,0,0.007097454,0.006652197,0.010148354,0,0.007599697,0.008612681,0.017842756,0,0.010063858,0,0.008073632,0,0,0.00503585,0,0,0.023488569,0,0,0.008175687,0.008023582,0.016886124,0,0,0,0.016248657,0,0.007599697,0,0.01985182,0,0.107172489,0.010600449,0,0,0,0,0,0.008388112,0.008827276,0,0,0,0,0,0.004921297,0.006220746,0.006220746,0.005747526,0.025788659,0,0.045598185,0.021809539,0.124223596,0.010898989,0.008175687,0,0,0.009446292,0,0,0,0,0,0,0,0.009170467,0,0.047231461,0,0.008850869,0,0,0,0,0,0.008612681,0,0.036417735,0,0.026749736,0.015754293,0.013229074,0,0,0.00729898,0,0,0.017076565,0.013165315,0,0.015850709,0,0,0.011664043,0.006447165,0.022222828,0,0.039274317,0,0.008175687,0.008443062,0.008670888,0.041887921,0,0.009591824,0.010796934,0,0.025164335,0,0,0,0,0,0,0.054236951,0.008175687,0,0,0,0,0.015606156,0.006284117,0.006284117,0.006284117,0.038530967,0.00778247,0.026608789,0,0.023790342,0,0,0,0,0,0.007382576,0.008333919,0.010063858,0.041887921,0.018611919,0.009104434,0.035684702,0,0,0.006905762,0.016351374,0.018475259,0.016776223,0,0.019143394,0.012133304,0.007555303,0,0,0,0,0,0.009820756,0,0,0,0,0.025164335,0.019183647,0.056376195,0,0.009446292,0.047308814,0,0,0,0.008073632,0.034450724,0.018340934,0,0.008023582,0.006514327,0,0,0,0,0.009237629,0.015659046,0,0,0.012961205,0.01985182,0,0,0,0.008498792,0.01745994,0.013517741,0,0,0.856148292,0.084355714,0.237153667,0.021870756,0,0.006381131,0,0.004966719,0,0,0.024026671,0,0,0,0,0.00990013,0,0.017242577,0,0,0.007511404,0,0,0,0,0,0.025009215,0,0.012098802,0,0,0.007829523,0.018750999,0.034906601,0,0,0.011721191,0,0,0.006447165,0,0.083008297,0,0,0.025329186,0,0.01985182,0
102,"G47.419(without cataplexy with hypocretin deficiency)|G47.411(with cataplexy without hypocretin deficiency)|G47.419(Autosomal dominant cerebellar ataxia, deafness, and narcolepsy)|G47.419(Autosomal dominant narcolepsy, obesity, and type 2 diabetes)|G47.429(Narcolepsy secondary to another medical condition)",0,0,0,0,0.015225464,0,0.008539014,0,0.015621059,0,0,0.049108214,0,0.022275247,0.017031507,0,0,0,0,0.011643574,0,0.007760068,0,0,0,0.037355501,0,0,0,0,0.035877831,0,0.035040927,0.013291021,0,0,0,0.006608742,0.019395777,0.022694728,0.006913783,0,0,0,0,0.009001042,0,0,0,0,0.074760311,0,0.009249448,0,0,0,0,0,0.008931357,0,0,0.015723392,0.005274746,0.014493181,0,0,0.096792956,0,0,0.011526504,0,0,0,0,0,0,0.013144681,0,0,0.035650466,0.023130882,0,0.007334748,0,0,0,0.010914102,0.012131537,0,0,0.006758084,0.022983563,0.047797366,0.011468664,0,0,0.048874,0,0.007612732,0.036288322,0.028348698,0.016715141,0,0,0.017203103,0,0,0.010893354,0.015129819,0.011584805,0,0,0.029338991,0.0074711,0,0,0,0.008299035,0.007710294,0.00835757,0,0.033430282,0,0,0.007425082,0,0,0,0,0,0,0,0,0.012453912,0.008539014,0.009612186,0,0,0,0,0.006913783,0.010555419,0,0.017078028,0,0,0.043742421,0.052954366,0.007203296,0,0,0,0,0.025804655,0.0149422,0,0,0,0,0,0.007710294,0,0.006608742,0.018582435,0,0,0,0.024058906,0.011076102,0,0,0.032738809,0.007517704,0,0.030841176,0,0,0,0.014580807,0,0.008184702,0.007612732,0,0.015723392,0,0.059223187,0,0.007564909,0,0.014152806,0,0,0,0.009072081,0.019741062,0,0,0,0,0,0.015621059,0,0,0,0,0,0,0.00458243,0,0,0.010703534,0.006003231,0.023740766,0.02122921,0.030461691,0.135786406,0,0,0,0,0.017591693,0.010664632,0,0,0,0,0,0,0.008539014,0,0,0,0,0.0741728,0,0.025582295,0,0,0.024058906,0.039567943,0.059342692,0,0.006226956,0.007334748,0,0,0,0,0,0,0.01060048,0.006129394,0.008128848,0,0,0.02638754,0.005430444,0,0.010346313,0,0,0.028962013,0.007612732,0.007861696,0.016147669,0.039003634,0,0,0.040213949,0.031993895,0.054673705,0,0.017591693,0,0,0.035183386,0,0.042085287,0,0,0,0,0.040647282,0,0,0,0,0.035877831,0.036232951,0.01238829,0.00724659,0.132913227,0,0,0,0,0,0.006874232,0,0,0.019501817,0.043325885,0,0.013291021,0,0,0,0.022838195,0,0.015621059,0,0.04159221,0.033893514,0,0,0.005648919,0,0.021609887,0,0,0,0.008299035,0,0,0.023431588,0,0.005249429,0,0,0.234940047,0,0,0,0.022553112,0.008019635,0,0,0.037355501,0.018197305,0.008539014,0,0,0,0.008601552,0,0,0,0.018103098,0.012323252,0,0,0,0,0.008128848,0,0,0,0.658553447,0.026182404,0.179419433,0.012218878,0,0,0,0.004624724,0,0,0.01118613,0,0.009529973,0,0.012882096,0.027655304,0,0,0,0,0,0,0,0,0,0,0.034930723,0,0.056328558,0.020692625,0,0.029161614,0.017459857,0.04550424,0,0,0,0.01044857,0.015520137,0.018009692,0,0.025764191,0.010246077,0,0.007861696,0.008601552,0.030808131,0.05622533
103,G47.33,0.0182006,0,0.005532226,0.008279692,0,0,0,0,0,0,0,0,0,0.033568025,0.022814125,0.003706952,0,0,0,0,0,0,0,0,0,0.007505792,0,0,0.026785383,0,0.020596818,0.015796404,0.023469094,0.016690922,0.006289132,0,0,0.003319715,0,0.007600037,0.003472944,0.006031107,0.006530792,0,0,0.004521419,0,0,0,0,0.003413976,0,0,0,0,0,0,0,0.013459245,0.004111354,0.004228071,0.003949101,0.007948859,0.00364012,0.010007119,0.014919122,0.05904004,0,0,0.011580028,0.002312446,0,0,0,0,0,0.00660286,0,0,0.02387734,0.011619145,0,0,0,0,0,0.010964782,0.01218787,0,0,0.006789466,0,0.008003219,0.00864144,0,0,0.005455661,0,0.003824041,0,0,0,0.005867274,0,0.008641493,0,0,0,0.015200075,0,0,0,0,0,0.004870658,0.008516893,0,0.008337572,0.003873048,0.012594569,0,0.025189138,0,0,0,0,0,0,0,0,0,0.003394733,0.014361338,0.006255871,0,0,0.003729781,0.004593494,0,0,0.003472944,0,0,0,0,0,0.010986385,0.007600037,0,0,0,0.022733482,0,0.008641493,0,0,0.012713143,0,0.012645395,0.018828805,0.011619145,0,0,0.003111454,0,0.005471969,0.021327788,0,0.002781884,0,0.023536006,0,0,0.003975168,0,0,0,0.01780826,0.003662128,0,0,0.011472123,0,0.015796404,0,0.004958183,0,0.003800019,0.008516893,0.014218526,0.008056875,0.018570714,0,0,0.024790913,0,0,0,0,0,0.003923399,0.004128811,0,0,0,0,0,0,0,0,0.008064927,0.009046661,0.023851007,0.028437051,0.007650785,0.068208468,0,0,0,0,0,0.026785383,0,0,0.004746723,0,0,0,0.004289333,0,0.004418345,0.005302217,0.004139846,0.012419537,0.003533867,0.006425272,0,0,0,0.003975168,0.008516893,0.004521419,0.003127935,0,0,0,0,0.010241927,0,0,0.010649704,0.006157856,0.004083298,0.011120856,0,0.013255036,0,0,0,0,0.007872816,0,0.003824041,0.015796404,0,0,0,0.004486415,0.005050086,0.005357077,0.007846798,0,0,0,0,0.004418345,0,0.004228071,0,0,0,0,0.435584314,0.002433173,0,0,0,0.020596818,0.00364012,0,0.029120961,0.005563767,0,0,0,0.020587311,0.025109355,0.006906153,0.007796103,0,0,0.004352707,0,0.003338184,0,0,0.009690164,0,0.004320747,0,0,0.014923338,0.014187875,0,0,0.0227006,0.008456142,0.003618372,0,0,0,0,0,0.008279692,0,0.01794566,0.021095218,0.004486415,0,0.007375969,0,0.004557104,0,0.018881532,0.020142187,0,0,0,0.027422708,0,0,0,0,0,0,0,0,0.021218354,0.018570714,0.005659012,0,0,0.015900671,0,0,0,0,0.47009236,0,0.090126288,0,0,0,0,0.004646199,0,0,0.002809518,0,0.004787113,0,0,0,0.004668512,0.016129855,0.013155699,0,0.007026667,0,0,0,0,0,0.011697642,0.006371599,0,0,0,0,0,0.006530792,0,0,0.010964782,0.005248544,0.003898051,0.012062214,0.008456142,0.006470957,0.010293655,0.004289333,0,0,0.021665833,0.023536006
104,G47.31(Idiopathic central sleep apnea)|R06.3(Cheyne-Stokes breathing)|G47.37(Central sleep apnea comorbid with opioid use),0,0,0,0.021348315,0,0.007537908,0.022119187,0,0,0,0,0,0,0,0.009803971,0,0,0,0,0,0,0,0.007116105,0,0,0.012901931,0,0,0.009208439,0,0.030978926,0.040729368,0,0,0,0,0,0.017119074,0,0,0,0.005183525,0.005612987,0,0,0,0,0,0,0,0,0,0.015972981,0,0,0,0,0,0.323896993,0,0,0,0.004554511,0.037542668,0,0,0,0.027152912,0,0.004976314,0,0,0,0,0,0,0,0,0,0,0.006657499,0,0.044332621,0.008299699,0,0,0.014135769,0.031425142,0,0,0.011670616,0,0.027513946,0,0,0,0,0,0.013146517,0,0,0,0,0,0,0,0,0,0.019595898,0,0,0,0,0.006450966,0,0,0,0,0,0,0,0,0,0,0.025644926,0,0,0,0,0,0,0,0.032914846,0,0.007373062,0,0,0,0,0,0,0,0.021853003,0,0,0,0.012589884,0,0,0,0.038559166,0.027912331,0,0.007427061,0,0,0.005463251,0,0.005434137,0.113278888,0,0,0,0.005348371,0,0.009405931,0,0,0,0,0.032365397,0.021201389,0.019473619,0,0,0,0,0.007652788,0,0,0,0,0,0,0,0,0,0,0.007319971,0.030550812,0.006924602,0,0,0,0,0,0,0,0,0,0.006744048,0.003548568,0,0,0,0,0,0,0,0,0.004621015,0.015550576,0.01366607,0.030550812,0.004383721,0.099875863,0,0,0,0,0,0.064459076,0,0,0,0,0,0.007373062,0,0,0,0,0,0.021348315,0,0.005522296,0,0,0.006924602,0,0,0.015544007,0,0,0,0,0,0.005868385,0,0,0.013729571,0,0.021056707,0.006371991,0,0.03797413,0,0,0,0,0.01353282,0,0,0,0,0.005612987,0,0,0.008680743,0,0,0,0,0,0,0,0,0,0,0,0,0,0.140388547,0,0,0,0,0.026553365,0.018771334,0.016045114,0.018771334,0.004781863,0.103456612,0,0.009022572,0,0,0,0.06700477,0,0,0.007481998,0,0,0,0,0.005552238,0,0.007427061,0,0.006146264,0.010260869,0.024387963,0,0,0.024387963,0,0.006219728,0,0,0,0,0.007895895,0,0,0,0.022663251,0,0,0.012678774,0,0.015666684,0.009114139,0,0.013849204,0,0,0,0.010475047,0,0,0,0,0.029708243,0,0,0,0.005210409,0.015960878,0,0,0,0.006833035,0,0,0,0,0.553667884,0,0.107252844,0,0,0,0,0,0,0,0.009658731,0,0,0,0,0,0,0.004621015,0,0,0.006039174,0.007959712,0,0,0,0,0.01508057,0,0,0,0,0.006294942,0,0.011225973,0.007895895,0,0.04711923,0.01353282,0.006700477,0,0,0,0.008847036,0,0,0,0.005320293,0
